mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
68.74,413.23,9.44,7.68,2.26,0.21,1.71,5.46,4856.80,48430.45,5.63,29260.94,14763.88,6064.23,51229.79,31995.88,6641.23,16544.95,699216.59,806249.52,641134.16,29261.18,1554.57,333607547.79,1913849.37,27.22,8.68,16.62,1.92,67.91,65.99,1.92,67520.22,16268.04,268.25,2623.88,15.55
248.11,127.70,14.16,6.17,4.51,9.21,6.72,8.52,5074.83,55354.45,5.03,25485.42,18648.64,8832.73,38879.48,25044.59,7186.63,18920.45,658799.16,1016537.93,705034.66,31855.09,1663.44,393821199.39,2548528.41,44.78,7.17,21.68,15.93,119.64,103.72,15.93,73643.96,17839.28,299.22,2877.30,16.63
209.83,156.99,14.23,7.84,0.15,8.34,3.33,3.88,5502.40,31285.53,5.10,18741.35,11382.49,9950.23,39511.84,45625.90,6821.70,20814.80,261062.55,842141.61,631660.01,27869.91,1394.62,299580818.74,2152752.89,35.40,8.84,14.90,11.67,64.76,53.09,11.67,75187.08,15878.48,311.09,2561.04,13.95
230.80,183.25,11.76,4.37,7.25,7.24,4.55,5.23,5554.09,40541.59,8.02,20027.17,15513.97,6204.31,57980.54,46864.29,6606.48,21265.44,279670.79,1185599.82,366376.29,19628.13,1303.62,241097581.30,3434146.79,35.28,5.37,18.12,11.79,89.25,77.46,11.79,78271.49,9748.60,399.41,1572.35,13.04
175.01,407.65,15.38,1.84,1.09,1.50,0.50,4.20,8690.81,45318.49,5.58,17473.29,13372.87,11302.41,40754.78,39950.76,6097.98,21008.94,764337.60,1111158.64,190668.99,13838.63,1196.11,244459024.81,4180180.19,24.49,2.84,19.65,2.00,85.44,83.44,2.00,100326.31,5637.11,673.75,909.21,11.96
436.87,272.25,9.49,4.15,7.27,7.47,5.01,9.63,5625.31,44907.06,5.40,24061.46,21008.42,9577.04,56825.81,35623.97,5892.10,24374.55,290745.12,1565021.88,728238.07,42850.42,3139.18,550556255.37,7601915.02,49.32,5.15,31.69,12.48,237.27,224.79,12.48,83685.38,19973.85,1123.23,3221.59,31.39
251.56,344.63,14.88,9.37,1.73,9.62,0.75,6.10,6348.57,52951.85,5.50,29193.81,19023.75,8628.77,37679.84,25716.32,5965.20,21203.54,463756.33,1219823.47,1667906.89,71291.75,3354.06,968319544.87,5058681.58,44.62,10.37,23.87,10.37,137.37,126.99,10.37,85543.51,41569.65,818.74,6704.78,33.54
271.39,424.96,14.19,7.98,2.29,0.25,7.47,8.57,7706.70,35244.67,7.30,16245.58,20205.31,7604.11,68361.56,35589.52,7149.26,24776.37,558228.04,1776925.61,1831566.53,81766.03,4180.16,1124234274.82,8499249.42,46.53,8.98,29.84,7.71,206.64,198.93,7.71,97430.75,46189.81,1089.14,7449.97,41.80
224.13,210.58,9.57,5.46,6.82,0.75,6.28,7.44,5518.63,35533.40,5.59,26773.89,15175.59,6509.46,54465.42,28892.22,6750.52,19679.33,747404.40,857276.34,548223.97,28130.49,1773.53,324691360.09,2623113.18,35.51,6.46,22.02,7.03,118.92,111.90,7.03,74461.37,14394.34,445.71,2321.67,17.74
423.06,495.21,15.75,9.14,4.41,6.47,6.50,2.43,7141.20,31934.36,5.11,24925.15,15389.63,7436.24,52719.67,29785.40,6021.07,23438.93,324286.97,1751104.67,1904319.36,88530.31,4848.55,1182129384.39,11288807.83,49.65,10.14,26.54,12.97,105.51,92.54,12.97,90608.13,48571.59,1978.49,7834.13,48.49
313.27,442.85,9.02,8.88,0.18,9.90,3.36,2.26,5467.94,32077.72,7.77,18610.97,21244.10,6776.87,47529.76,37585.94,6164.11,20914.33,280503.16,1530374.65,1114784.24,55635.04,3382.56,649712881.63,8028418.24,45.15,9.88,22.01,13.26,84.48,71.22,13.26,75631.81,29026.37,1310.17,4681.67,33.83
74.28,152.78,15.79,9.00,3.19,8.89,7.03,9.67,4474.31,40576.06,5.03,16918.20,20216.04,7676.82,69834.23,27795.46,7258.71,17817.54,329666.12,1320140.93,802059.17,32357.29,1337.85,319821667.44,1980693.63,45.75,10.00,19.83,15.92,85.62,69.70,15.92,65232.72,19690.39,107.17,3175.87,13.38
394.70,40.36,9.82,9.41,9.32,0.69,8.13,8.92,8286.40,30674.05,6.79,17930.94,11027.44,11449.09,57059.71,35921.95,6185.86,22551.66,610220.79,855702.94,949840.38,39926.09,1813.90,526722650.73,1521138.07,38.92,10.41,19.69,8.82,85.48,76.66,8.82,97358.58,23568.38,150.44,3801.35,18.14
520.88,98.40,11.25,5.66,5.10,2.62,1.46,1.00,7907.65,54157.82,7.47,27684.08,15089.01,7713.78,49204.92,48344.15,7387.42,19234.41,262720.68,1178279.52,415645.91,21774.32,1408.45,350172458.82,3757235.43,23.57,6.66,12.82,4.08,29.55,25.47,4.08,94088.39,10982.82,484.06,1771.42,14.08
77.10,340.44,9.92,2.44,3.77,2.78,8.28,1.85,7722.33,40872.45,9.47,16104.94,14722.54,11883.82,56333.83,46363.25,5857.04,18541.04,589462.73,1440220.49,109346.53,7458.94,617.76,115927344.81,3286406.72,25.39,3.44,10.88,11.06,37.94,26.88,11.06,89744.78,3158.56,247.88,509.44,6.18
363.71,246.92,14.68,6.84,3.25,7.49,2.32,5.54,8496.07,34904.99,9.05,27913.87,13785.69,10048.55,36982.37,35036.80,5607.24,17181.26,486540.12,1590265.71,1063792.32,49857.24,2765.98,703884926.67,6712222.23,40.94,7.84,23.30,9.80,128.62,118.82,9.80,92062.44,27195.70,848.12,4386.40,27.66
190.40,319.74,13.95,2.37,0.26,8.11,0.64,0.86,8312.51,33245.43,8.52,29725.32,17337.53,11809.30,68970.77,49459.29,6033.99,16541.43,398007.88,1293273.99,141823.61,10855.55,969.99,178896855.85,4494316.53,25.75,3.37,13.63,8.75,34.40,25.65,8.75,89472.47,4280.44,574.92,690.39,9.70
210.47,382.49,15.28,5.03,1.09,8.44,7.69,9.06,8627.50,44999.71,5.53,18880.93,11013.50,10559.37,58977.27,31075.04,7273.51,18249.72,355395.11,1652871.00,914535.28,44507.03,2612.91,673035260.36,6605254.32,49.93,6.03,27.78,16.13,190.97,174.84,16.13,95789.30,23635.89,760.26,3812.24,26.13
104.64,408.14,14.47,8.95,2.98,6.68,7.02,7.26,7162.05,28693.67,8.13,23886.23,13984.99,10197.99,53316.92,36294.67,6069.10,22142.76,704596.40,1658009.64,1322154.94,55346.74,2492.14,669458716.42,4825986.79,44.86,9.95,21.22,13.70,117.76,104.06,13.70,88744.39,32770.93,403.33,5285.63,24.92
73.89,494.77,12.89,1.21,0.79,9.07,2.63,0.67,5254.94,48139.49,7.91,16603.35,14496.70,9583.57,69183.06,48523.07,6832.16,16700.95,756268.64,1307754.46,78400.32,6541.43,613.42,99691364.48,3521750.39,24.47,2.21,10.57,11.70,29.30,17.61,11.70,70827.35,2450.32,345.25,395.21,6.13
207.64,373.22,11.89,3.18,2.90,0.97,4.20,5.30,7201.48,50055.55,6.19,19564.58,20262.44,9620.82,44347.92,36777.73,7399.65,16966.75,390928.62,1197700.99,333834.87,21140.24,1652.90,320885040.08,4696025.95,31.23,4.18,21.87,5.18,111.32,106.14,5.18,84918.99,9389.19,731.86,1514.39,16.53
129.61,335.51,12.25,8.26,1.48,3.18,7.01,7.37,6295.89,30652.65,8.13,25288.70,15367.84,8136.41,69199.62,44716.14,6624.36,23952.52,587756.04,1455493.93,1061277.80,46364.78,2277.35,540493147.42,4274814.47,40.93,9.26,21.48,10.19,116.62,106.43,10.19,85668.64,26606.42,410.65,4291.36,22.77
463.86,168.54,12.65,4.92,2.54,6.49,9.92,6.75,8269.61,53966.19,9.39,16855.41,16274.80,7642.30,54808.88,47257.94,6447.15,21458.90,626964.93,1791476.87,700217.30,36272.60,2314.24,588865149.42,7054947.44,46.43,5.92,24.11,16.40,148.36,131.96,16.40,100125.63,18438.48,738.29,2973.95,23.14
369.16,416.03,15.56,2.24,9.91,8.83,3.59,6.07,5371.16,44872.01,6.83,18202.34,16428.46,11168.94,69327.29,41851.81,6558.54,24387.67,611213.60,843651.30,429986.73,30302.14,2567.98,433432045.70,4656622.87,44.36,3.24,28.70,12.42,180.70,168.29,12.42,82135.07,12571.56,1450.37,2027.67,25.68
416.60,146.40,10.33,3.01,5.94,6.23,2.78,6.31,8267.13,50806.02,6.50,21208.54,17388.83,11163.80,69676.47,36884.37,6608.72,22969.97,602850.68,1310634.44,298309.14,18938.24,1483.82,315769804.61,4558826.52,34.83,4.01,21.81,9.01,118.76,109.75,9.01,101328.51,8397.44,575.98,1354.43,14.84
433.79,134.07,14.48,1.90,8.22,5.66,5.44,9.89,4681.15,37669.94,9.64,15272.01,17728.74,7360.55,48538.56,36604.58,6858.23,21375.18,377319.12,1633599.13,298354.49,18325.22,1396.06,211395532.33,5548675.73,40.90,2.90,26.90,11.10,172.29,161.19,11.10,72060.04,8302.90,549.23,1339.18,13.96
109.82,498.27,13.58,2.49,4.11,1.25,0.09,2.96,7702.43,37684.34,8.08,27668.08,19417.41,9206.73,63916.85,34487.26,5542.21,17736.28,688979.99,1024657.87,197863.83,13115.80,1063.39,198962386.27,3375878.64,20.97,3.49,16.14,1.34,56.34,55.00,1.34,87660.60,5656.13,516.75,912.28,10.63
401.68,458.20,14.53,9.86,9.75,6.21,8.91,0.96,8257.30,36231.01,5.06,28065.23,21961.28,9246.66,38075.59,25649.28,5889.27,20644.45,311913.60,1654881.73,1646699.18,76597.41,4198.86,1126793599.80,9999467.04,48.87,10.86,22.90,15.11,62.40,47.29,15.11,95085.85,42007.52,1738.13,6775.41,41.99
129.88,58.80,14.84,2.00,7.99,8.32,1.50,4.59,8184.19,30756.26,9.95,21358.56,13206.03,7314.21,48065.05,29313.42,6396.12,16013.87,456167.14,1270806.08,73853.08,4123.21,286.58,57124596.72,1564147.30,24.08,3.00,11.25,9.82,39.26,29.43,9.82,87579.73,1991.02,72.12,321.13,2.87
119.11,321.37,13.34,3.32,1.98,5.53,3.79,4.26,4961.85,49682.94,6.29,25379.54,14496.08,10384.04,69523.53,38233.61,7476.41,21364.20,529456.32,1652533.87,251039.16,14232.53,1005.15,188255754.09,4553664.29,29.81,4.32,16.17,9.32,71.19,61.87,9.32,75616.26,6801.57,361.48,1097.03,10.05
74.32,127.24,13.10,9.57,7.74,7.31,9.65,6.66,5202.23,39181.06,7.20,19154.39,16362.27,6827.92,36982.43,41331.03,7097.07,18083.85,601669.15,1383388.86,608579.69,24878.29,1061.76,265803674.46,1894794.42,42.38,10.57,14.85,16.96,62.30,45.34,16.96,70798.08,14991.31,89.31,2417.95,10.62
128.99,394.91,15.27,1.56,5.23,8.83,3.70,7.69,6211.04,48583.55,5.07,28272.57,13633.44,7800.19,61254.24,30123.18,6573.41,21792.96,516641.41,1137289.03,210691.47,13631.87,1084.58,195194795.65,3615315.75,37.91,2.56,22.81,12.53,132.24,119.71,12.53,84610.76,5970.83,481.08,963.04,10.85
164.39,371.36,10.21,1.19,7.34,8.63,0.15,0.83,4221.40,38524.67,8.71,22368.95,12164.76,10920.57,56328.43,31347.47,6561.30,21889.95,649281.82,1415925.69,67334.89,7881.09,850.12,122969644.40,4927400.18,24.57,2.19,13.60,8.78,33.91,25.13,8.78,69603.46,2456.52,576.52,396.21,8.50
168.42,31.11,13.53,2.66,2.46,2.29,4.75,0.17,5745.75,44761.82,7.08,26038.56,14833.24,10201.43,54696.77,39762.93,6196.26,21454.35,402860.01,830305.15,56269.50,3067.30,207.75,39901478.43,846528.40,14.57,3.66,3.87,7.05,11.41,4.37,7.05,80489.32,1505.43,49.48,242.81,2.08
310.77,500.62,15.87,8.79,2.52,2.10,0.62,5.07,4700.44,47818.56,6.09,22293.65,18131.39,6234.76,50715.55,37044.86,6133.10,16538.06,602537.72,1035672.26,1883971.43,84473.17,4352.28,971240994.23,5753604.72,39.84,9.79,27.33,2.71,147.54,144.82,2.71,66377.12,47568.59,1469.26,7672.35,43.52
231.69,255.94,15.95,8.41,2.53,4.01,8.10,2.42,5146.44,40319.82,5.72,15421.18,15418.92,11116.22,64852.35,46102.77,6224.52,16787.41,510034.78,1071501.44,888991.41,39201.78,1959.62,440628017.35,3674974.65,37.32,9.41,15.81,12.11,61.11,49.00,12.11,68492.14,22343.77,560.00,3603.83,19.60
73.67,122.58,13.80,5.31,5.52,5.54,5.54,1.09,5164.10,43483.55,7.98,22604.36,15323.54,11617.69,46537.66,41380.58,6291.37,22439.49,306672.97,862209.90,154914.86,7369.13,418.32,87595468.72,1154028.34,23.77,6.31,6.38,11.08,22.27,11.20,11.08,77766.82,3977.28,85.28,641.50,4.18
240.59,94.02,14.24,4.14,1.88,0.63,4.37,2.06,7100.90,55516.24,5.02,26061.38,15255.97,7008.18,67512.40,48463.90,7143.01,21902.13,357287.81,1685177.68,199522.61,10415.80,670.88,162529169.46,3569655.78,20.75,5.14,10.61,5.00,31.87,26.87,5.00,92209.02,5266.40,213.61,849.42,6.71
272.39,234.58,11.78,6.57,5.65,4.03,4.44,5.98,4897.16,40291.38,6.05,17061.48,13574.56,8450.41,53301.15,29635.21,7280.79,16243.57,391567.28,878169.31,808673.71,38852.37,2238.63,422941345.12,3126486.86,37.65,7.57,21.61,8.47,115.59,107.12,8.47,65996.71,20821.71,603.42,3358.34,22.39
168.59,32.56,15.18,5.74,6.39,1.34,2.17,7.14,8643.26,44567.74,7.19,19092.64,18003.22,8258.01,66370.34,28039.85,7088.27,16270.03,391150.92,1154637.58,263321.19,11514.57,566.58,166814740.13,1204932.03,24.67,6.74,14.42,3.51,40.28,36.77,3.51,93179.66,6603.17,51.84,1065.03,5.67
287.68,89.73,15.50,7.52,8.70,4.56,0.74,6.36,8768.06,29754.30,7.16,18617.99,21214.96,6263.47,40403.60,35866.70,6501.72,17841.48,315174.60,1491483.74,742738.91,31771.71,1497.12,426797695.54,3375125.10,31.40,8.52,17.57,5.30,77.20,71.90,5.30,93742.72,18515.30,243.78,2986.34,14.97
516.22,220.43,15.68,3.27,0.67,3.47,0.83,4.14,5460.18,28208.19,7.19,24684.43,17668.74,10689.24,68256.48,40997.09,7198.16,16078.45,447176.57,1082773.21,430237.18,26851.64,2074.02,327151307.26,5144363.34,31.65,4.27,23.07,4.31,108.40,104.09,4.31,67745.09,12039.34,1074.61,1941.83,20.74
394.41,244.34,15.88,5.73,9.01,9.33,5.77,8.16,8113.42,49750.51,6.09,21842.18,17598.21,10502.18,42055.17,33103.94,6445.83,22674.95,614741.79,1063815.51,1153750.07,54650.07,3082.27,843515327.12,4651337.66,49.59,6.73,27.76,15.10,188.89,173.78,15.10,99574.49,29585.18,910.09,4771.80,30.82
363.58,89.72,9.44,8.83,1.29,7.35,6.36,7.56,6606.15,49567.01,7.39,23151.81,15875.62,11894.46,42069.82,29733.65,6777.09,22729.87,744044.04,1304975.28,988463.45,43249.21,2130.47,588971352.45,3319513.96,43.90,9.83,20.37,13.71,108.05,94.35,13.71,89265.64,24791.15,308.04,3998.57,21.30
519.52,157.52,9.37,4.10,2.91,2.71,8.06,9.04,8241.74,36260.25,9.78,25063.72,20369.77,8430.93,36343.63,37241.95,5540.65,23455.25,281291.93,1102833.60,580926.15,33454.92,2400.24,488303625.81,4443395.34,43.74,5.10,27.87,10.77,186.79,176.02,10.77,99796.46,15820.25,772.81,2551.65,24.00
37.21,494.40,11.28,3.59,4.59,7.06,6.42,0.17,5469.68,36314.51,6.74,28088.94,18491.81,11299.78,48234.77,45511.33,5753.73,16622.74,349726.74,1793597.17,170937.56,9396.23,642.29,109924874.67,3426210.89,25.12,4.59,7.04,13.49,21.74,8.25,13.49,69963.08,4585.43,173.72,739.59,6.42
116.82,507.93,13.85,2.18,0.85,8.10,8.59,8.35,8275.16,33080.34,9.51,15641.12,14587.61,6693.67,37786.85,47553.81,6816.69,24691.16,569233.07,1345475.78,302631.79,18588.37,1416.13,286435485.87,4616217.23,44.58,3.18,24.71,16.69,156.04,139.35,16.69,101236.37,8422.00,560.38,1358.39,14.16
336.71,166.87,12.01,1.63,1.91,9.65,1.72,2.30,8330.58,41355.31,7.76,15684.97,15358.63,8301.04,56130.10,49262.88,6056.32,20898.99,275764.05,1579117.04,112690.68,9606.87,910.91,168388511.31,5271895.76,29.30,2.63,15.30,11.37,57.26,45.89,11.37,97275.00,3553.82,530.60,573.20,9.11
74.78,113.20,15.88,4.18,6.89,0.40,3.74,2.51,6848.38,43569.19,7.56,20190.21,20761.33,9991.04,68193.22,31062.07,5913.12,18323.28,473872.34,1719290.63,133561.04,6439.16,372.92,86757733.83,2227998.21,17.70,5.18,8.37,4.15,23.20,19.06,4.15,83496.09,3442.39,79.95,555.22,3.73
39.26,285.87,9.89,3.24,7.64,2.44,4.13,1.30,7101.21,54939.64,8.39,16407.58,18717.47,6357.22,54908.42,27060.13,6615.43,20954.84,379699.40,1311522.67,102446.33,5877.49,420.10,89824223.77,1956985.19,18.06,4.24,7.25,6.57,20.47,13.90,6.57,91232.16,2786.43,106.00,449.42,4.20
329.20,198.65,9.90,3.66,8.55,9.89,3.65,5.68,5369.55,55148.93,5.69,16012.89,16273.52,10503.00,44387.67,27997.23,6882.49,23642.25,494121.78,893204.47,353972.15,21619.70,1638.93,302831293.16,3217142.87,39.50,4.66,21.30,13.53,117.03,103.49,13.53,82668.40,9831.76,617.59,1585.77,16.39
244.19,201.09,9.42,7.14,2.51,6.82,8.60,5.76,7037.35,32340.51,6.31,27038.44,16503.63,7147.32,64522.61,48410.23,7090.26,19160.77,453310.98,827775.37,722773.74,34602.35,1983.26,432494007.32,2583507.70,43.28,8.14,19.72,15.42,106.28,90.86,15.42,83882.88,18590.83,463.72,2998.52,19.83
385.49,66.04,11.92,4.13,6.81,1.61,0.21,0.96,5608.49,33974.97,7.16,23800.90,19693.25,7056.93,59393.79,44708.51,5784.19,22270.49,290465.12,1131297.25,194123.36,10658.39,727.65,130443179.83,2542267.13,16.38,5.13,9.42,1.82,19.40,17.58,1.82,78838.36,5205.48,240.41,839.59,7.28
263.95,116.09,10.23,4.69,8.46,4.58,7.37,1.60,8115.85,50547.00,9.10,21900.28,16174.29,9091.49,67874.13,35830.49,7122.78,18216.46,687196.90,815906.51,231527.10,12821.05,883.42,206274132.74,2011611.73,28.78,5.69,11.15,11.94,38.18,26.24,11.94,93668.50,6225.43,289.38,1004.10,8.83
369.98,117.88,13.09,9.27,6.77,8.39,1.57,2.99,6898.89,45555.02,6.53,22266.26,20667.00,9018.53,35201.20,37978.98,7433.34,20643.67,468753.71,1684929.01,919254.52,39604.05,1893.16,540334161.49,4955980.52,35.16,10.27,14.92,9.97,59.41,49.44,9.97,87433.66,22959.37,411.87,3703.12,18.93
278.94,234.48,11.11,7.49,8.62,0.10,7.46,3.51,7219.82,55419.24,9.85,21071.85,19201.08,8045.20,54001.33,28171.59,5672.55,22701.72,395926.00,1279931.53,745331.33,35758.30,2056.02,542047743.96,4610371.30,34.11,8.49,18.05,7.56,76.47,68.91,7.56,94917.00,19182.87,617.68,3094.01,20.56
361.08,28.24,10.62,4.86,4.88,5.99,0.03,4.42,7794.97,30486.00,9.41,27740.71,17577.14,8605.44,69531.02,38440.04,6119.95,16195.87,738981.03,1450046.93,232726.40,11368.55,671.01,146589634.15,2062392.43,23.56,5.86,11.68,6.02,38.97,32.95,6.02,84993.14,6021.38,96.30,971.19,6.71
158.49,250.12,15.54,5.35,1.58,4.03,1.73,3.88,6414.12,28035.47,9.58,24710.76,21362.23,10665.10,40763.43,33310.17,6768.53,20008.81,632230.11,934461.70,441586.37,21354.38,1242.22,257153544.68,2620515.08,27.90,6.35,15.78,5.77,64.04,58.27,5.77,80493.66,11391.51,374.38,1837.34,12.42
366.40,413.04,12.74,5.61,6.10,1.93,6.70,5.00,6995.02,52903.24,5.67,21031.21,14506.70,8157.26,60643.34,42999.38,6011.66,18226.06,477168.12,1098526.69,953372.47,51418.97,3441.28,756996375.66,6019068.38,42.20,6.61,26.96,8.64,149.76,141.12,8.64,85735.86,25420.89,1429.22,4100.14,34.41
356.37,292.77,13.38,3.81,7.81,0.80,3.23,7.37,5763.70,40309.52,6.78,18866.16,18238.07,6783.09,57256.36,37963.53,6905.93,19748.08,430787.42,1535140.86,600713.23,34287.84,2438.20,436276557.18,6983927.20,36.05,4.81,27.21,4.03,168.99,164.96,4.03,77295.16,16311.41,985.29,2630.87,24.38
512.23,363.59,9.81,1.79,5.07,9.68,8.92,1.72,5309.32,49354.24,7.98,27217.53,21560.59,6772.60,52137.98,48733.72,6381.16,21097.82,422657.20,1596430.19,188982.43,22655.21,2462.53,375775979.61,9703586.93,45.55,2.79,24.15,18.60,86.50,67.90,18.60,77854.71,6977.90,1758.84,1125.47,24.63
344.15,383.62,12.05,3.13,0.99,0.63,7.94,0.04,7374.10,38770.53,8.81,21385.14,20929.20,9069.44,46491.07,45894.26,5972.73,23101.29,678847.98,874362.24,252399.98,20846.52,1944.44,361873582.87,4474642.13,30.93,4.13,18.22,8.58,27.60,19.02,8.58,93500.50,7855.38,1246.80,1267.00,19.44
450.15,51.12,14.02,6.22,2.18,2.04,9.87,7.40,6779.28,34592.85,5.25,15015.84,17035.85,6598.44,63275.69,39029.02,6156.36,19991.47,587557.91,1474296.81,640904.75,28559.66,1455.29,347398741.93,3149804.09,37.81,7.22,18.68,11.91,89.62,77.71,11.91,83526.06,16154.72,217.30,2605.60,14.55
520.06,293.39,14.83,5.29,8.30,3.51,6.83,5.69,4532.32,28100.33,9.93,25858.28,20666.45,9333.85,43117.26,32962.32,6971.90,17733.59,404194.59,828633.61,1043514.59,54705.21,3541.59,559596801.66,4558855.45,44.69,6.29,28.07,10.33,168.77,158.43,10.33,64060.03,27579.36,1440.95,4448.28,35.42
423.93,400.04,11.58,4.25,2.83,3.90,7.38,9.08,5632.55,52912.68,7.96,22148.05,15762.08,11887.74,58878.62,26497.76,6030.05,21583.01,298455.03,1517161.07,928351.16,54011.63,3914.13,721212196.97,8799736.51,50.73,5.25,34.20,11.28,265.45,254.17,11.28,81448.41,25367.00,1601.54,4091.45,39.14
449.90,305.23,11.61,3.18,1.99,9.00,1.21,8.47,7809.11,53579.89,8.21,29074.75,21071.94,8004.46,69541.45,40842.55,6161.73,16883.71,663583.30,866078.95,560974.99,36109.00,2861.10,562047729.52,4520344.20,45.63,4.18,31.24,10.21,224.99,214.78,10.21,89973.60,15868.57,1296.85,2559.45,28.61
404.11,353.29,13.15,8.05,6.86,5.31,4.01,5.35,7684.60,41731.28,8.17,27923.73,16325.34,9257.62,57866.68,40152.57,5920.41,19300.40,610236.77,1775296.52,1605160.56,74923.55,4129.85,1065346291.29,9447752.48,45.29,9.05,26.92,9.31,154.61,145.30,9.31,90545.71,40988.06,1348.27,6610.98,41.30
400.29,151.57,13.81,5.24,1.97,1.72,5.16,1.80,7596.36,53507.63,7.37,16096.80,17669.69,11946.34,63703.25,29962.70,6203.15,17325.47,616826.14,940463.47,430445.36,22686.97,1478.22,353952839.19,3262681.95,28.13,6.24,15.01,6.88,46.87,39.99,6.88,88991.46,11395.24,572.97,1837.94,14.78
319.96,78.60,15.78,4.52,7.78,6.27,8.00,1.29,6378.89,44815.47,6.83,28014.21,18638.00,6234.75,69490.76,44294.86,6243.27,17642.06,755698.55,1724050.76,261311.34,13031.39,791.50,176995048.11,3850829.07,29.65,5.52,9.86,14.28,34.96,20.68,14.28,79323.11,6802.42,237.50,1097.16,7.91
453.21,334.40,14.01,9.15,1.08,1.25,3.33,6.78,4584.69,55300.17,8.94,29925.57,14914.85,6285.99,68352.52,27069.19,6850.14,20856.96,736685.90,1754053.63,2176049.71,96362.44,4854.62,1193775774.00,9617695.81,44.36,10.15,29.64,4.58,189.06,184.48,4.58,73619.12,54755.55,1431.26,8831.54,48.55
111.38,270.78,14.91,8.13,9.32,1.79,5.20,8.88,5646.81,31703.88,9.98,18041.65,12760.91,8168.53,65975.28,30649.52,6293.75,16439.53,636787.35,1106018.15,1052151.67,44275.12,2016.21,460348657.28,2705303.50,38.13,9.13,22.00,6.99,112.07,105.08,6.99,70611.99,26114.56,284.82,4212.03,20.16
342.67,115.36,9.62,5.49,7.00,1.46,9.76,8.63,6188.94,38491.32,7.07,24755.26,20467.44,9562.42,49391.66,34457.00,7260.90,19544.29,479933.75,1714530.57,582765.47,29153.00,1778.15,355863751.40,4801295.45,40.59,6.49,22.88,11.22,128.36,117.13,11.22,79697.95,15184.61,373.33,2449.13,17.78
395.98,63.59,12.76,5.54,7.68,2.71,3.16,8.22,7536.56,39217.33,5.98,22266.18,16217.70,7118.14,49237.06,36840.80,6338.77,18087.89,278587.62,1231800.10,553795.86,25790.54,1416.44,337904848.24,2752965.57,32.67,6.54,20.26,5.87,95.29,89.41,5.87,86967.76,14132.12,237.78,2279.37,14.16
137.06,465.67,13.84,1.10,4.56,7.59,0.44,6.51,4658.06,52988.84,5.51,24639.26,20717.41,8724.44,69496.44,40698.35,7311.43,16974.49,348763.47,843543.90,151665.76,12030.45,1097.53,159943209.17,3001535.52,32.52,2.10,22.39,8.03,123.38,115.35,8.03,67540.64,4643.08,602.75,748.88,10.98
510.63,263.15,14.31,8.12,3.88,0.09,2.75,9.89,4505.40,34378.75,7.01,23240.33,14983.18,8891.13,54614.77,29662.09,5872.82,18829.10,764239.61,1009581.69,2225690.32,98616.50,4973.34,977234626.69,5212436.33,45.13,9.12,33.16,2.84,247.78,244.94,2.84,66136.45,56013.33,1269.00,9034.41,49.73
192.29,270.01,15.20,4.18,9.74,0.33,1.47,7.49,8593.60,46570.77,9.22,20031.88,19904.22,9575.13,61942.57,27432.48,7232.97,20215.24,474220.83,1304141.40,506167.21,25683.99,1596.27,403143104.52,4185390.68,29.63,5.18,22.63,1.81,119.92,118.12,1.81,99252.64,13245.20,490.33,2136.32,15.96
444.77,315.26,9.44,4.86,9.79,2.14,4.94,5.51,6939.29,54331.37,8.86,16409.89,20839.73,8414.25,45463.64,49068.30,6591.08,16258.67,505349.94,1460405.58,701871.68,42046.40,3132.30,625841200.26,7702301.59,39.93,5.86,26.98,7.08,154.68,147.60,7.08,83201.67,19366.95,1324.21,3123.70,31.32
425.53,510.07,11.89,9.78,2.62,8.66,8.38,8.14,8044.22,33697.50,5.12,25421.50,11301.42,6160.61,59733.33,38073.15,6380.01,24990.29,695607.17,1255372.31,3168588.50,140742.52,7129.95,1965826384.82,8237438.18,63.32,10.78,35.50,17.04,277.35,260.32,17.04,99507.45,79797.09,2049.76,12870.50,71.30
196.49,240.78,15.67,7.84,1.23,6.78,3.37,6.52,6137.36,39895.60,8.78,17105.81,14237.04,11255.29,57670.76,43446.94,6329.43,17662.38,618053.63,1762165.79,1024041.98,44237.59,2125.96,531160230.14,5398439.43,39.64,8.84,20.65,10.15,109.64,99.49,10.15,77090.68,25595.06,446.79,4128.24,21.26
